Date,Open,High,Low,Close,Volume
21-May-21,229.80,269.49,186.44,209.97,957851902
20-May-21,162.87,238.01,149.62,232.02,716801119
19-May-21,279.49,282.36,125.49,163.67,610148097
18-May-21,279.24,296.44,269.54,280.72,286124420
17-May-21,321.72,321.72,274.16,279.80,394773069
16-May-21,314.62,332.92,306.50,321.85,390987107
15-May-21,339.76,362.94,314.52,314.84,555322984
14-May-21,333.36,349.48,329.40,341.68,349656125
13-May-21,328.57,348.59,307.00,333.26,517301640
12-May-21,373.16,393.34,323.08,323.08,527410205
11-May-21,363.47,374.33,346.37,373.59,502754355
10-May-21,397.49,408.56,349.91,362.91,547502685
09-May-21,391.19,399.47,368.24,397.58,492019340
08-May-21,373.85,399.34,371.36,390.91,678250081
07-May-21,350.13,428.87,350.13,378.76,1477829319
06-May-21,347.52,362.44,337.78,351.86,591037686
05-May-21,315.77,347.72,313.07,347.21,455549742
04-May-21,341.25,341.52,314.30,315.25,492454248
03-May-21,336.47,354.28,334.16,342.57,439825439
02-May-21,354.40,354.96,333.45,337.05,342023897
01-May-21,350.58,360.74,345.91,354.64,456819201
30-Apr-21,335.92,348.71,332.64,347.93,464159533
29-Apr-21,340.98,350.21,329.37,335.68,474881515
28-Apr-21,333.21,363.80,331.18,342.99,758239905
27-Apr-21,335.56,341.38,318.92,333.41,498419499
26-Apr-21,294.12,332.89,284.31,332.76,593689001
25-Apr-21,315.41,333.87,277.65,293.76,599606691
24-Apr-21,293.15,327.35,280.28,314.55,668585118
23-Apr-21,289.12,295.40,251.40,295.40,879983502
22-Apr-21,312.73,324.28,286.56,289.06,719707617
21-Apr-21,335.89,353.08,311.34,315.60,1129774469
20-Apr-21,296.33,343.37,272.93,333.11,1495899107
19-Apr-21,282.60,305.50,257.04,297.13,879018637
18-Apr-21,306.94,316.92,244.35,281.91,888256750
17-Apr-21,285.07,315.95,285.07,306.71,741897219
16-Apr-21,287.87,290.49,263.01,285.46,616443119
15-Apr-21,267.99,290.92,266.43,287.27,542631481
14-Apr-21,273.62,277.31,258.88,269.02,494554066
13-Apr-21,264.07,278.10,258.06,274.74,579631292
12-Apr-21,276.75,289.58,265.23,265.23,718812108
11-Apr-21,245.42,277.17,245.33,275.03,627701710
10-Apr-21,229.92,251.09,229.92,246.09,552285414
09-Apr-21,226.58,243.50,224.02,229.79,465645066
08-Apr-21,217.21,229.13,212.04,227.40,454919539
07-Apr-21,228.26,235.99,213.57,217.07,621276915
06-Apr-21,223.69,234.60,220.52,229.31,486530363
05-Apr-21,222.08,230.60,219.42,224.31,415251079
04-Apr-21,221.78,232.07,210.69,222.79,512206671
03-Apr-21,221.83,229.46,214.79,221.86,449271947
02-Apr-21,214.31,223.77,212.97,221.45,536981942
01-Apr-21,209.82,220.62,207.05,215.34,524261878
31-Mar-21,209.43,224.10,205.58,209.99,734119374
30-Mar-21,199.49,212.58,198.34,208.58,450766040
29-Mar-21,198.49,206.94,195.00,199.21,455668922
28-Mar-21,190.33,198.44,182.18,198.38,476429838
27-Mar-21,188.68,192.12,179.79,190.35,370967158
26-Mar-21,181.50,194.65,181.23,188.92,355052724
25-Mar-21,179.20,187.47,175.75,180.98,448921916
24-Mar-21,184.76,194.77,177.06,178.78,534705259
23-Mar-21,184.10,189.83,177.27,183.30,524726102
22-Mar-21,196.20,200.39,183.76,184.90,466899275
21-Mar-21,197.19,199.82,187.56,195.21,447243820
20-Mar-21,194.84,202.95,191.17,197.23,379027068
19-Mar-21,194.06,200.39,189.49,195.34,387845459
18-Mar-21,196.96,201.12,187.93,193.09,413289216
17-Mar-21,192.77,201.64,190.44,198.26,466062383
16-Mar-21,186.35,192.80,178.62,192.37,450583403
15-Mar-21,194.99,198.91,180.64,185.95,585971970
14-Mar-21,199.51,201.25,191.91,195.08,510482064
13-Mar-21,186.87,199.58,182.70,199.50,478020174
12-Mar-21,184.66,188.38,181.01,186.39,412731876
11-Mar-21,184.97,189.51,178.85,185.52,413447066
10-Mar-21,189.40,191.24,181.27,185.55,489021017
09-Mar-21,186.50,193.18,184.39,190.08,489653685
08-Mar-21,174.99,185.41,171.33,185.35,562654625
07-Mar-21,171.90,176.25,170.10,175.11,464578444
06-Mar-21,173.17,174.72,166.58,171.90,530080235
05-Mar-21,181.64,181.64,170.02,172.46,507199703
04-Mar-21,182.34,185.60,174.54,180.34,584002551
03-Mar-21,182.84,189.47,179.13,181.91,574276570
02-Mar-21,191.11,192.96,175.79,183.39,530134970
01-Mar-21,180.37,190.67,174.40,190.46,535169686
28-Feb-21,173.36,187.43,165.54,180.57,735348408
27-Feb-21,169.12,184.58,169.12,173.38,563291106
26-Feb-21,162.54,178.67,159.57,167.78,616944525
25-Feb-21,169.11,179.41,162.37,162.37,516369967
24-Feb-21,180.71,185.15,163.58,169.33,708612334
23-Feb-21,184.96,184.98,140.81,180.47,954986336
22-Feb-21,204.29,204.38,160.13,185.63,824780361
21-Feb-21,211.21,214.75,201.55,204.36,708145789
20-Feb-21,233.97,237.85,203.62,211.29,818500567
19-Feb-21,216.86,234.64,210.26,234.48,820624830
18-Feb-21,225.01,228.70,209.69,217.66,744692256
17-Feb-21,182.98,225.81,182.98,224.12,2013111902
16-Feb-21,187.43,191.58,174.25,182.37,1571764063
15-Feb-21,190.29,192.89,167.79,187.72,1696023229
14-Feb-21,198.35,200.09,184.76,190.34,1553250645
13-Feb-21,166.15,209.73,165.07,198.48,2068592777
12-Feb-21,156.91,177.23,156.91,166.03,1585201438
11-Feb-21,144.97,157.73,141.22,157.08,1131639163
10-Feb-21,140.02,150.34,137.10,145.04,1116774080
09-Feb-21,135.08,142.89,132.27,140.78,1051398917
08-Feb-21,125.06,135.53,122.49,135.04,774365789
07-Feb-21,126.64,129.66,122.64,125.11,667523453
06-Feb-21,128.86,131.29,126.45,126.64,707552168
05-Feb-21,124.17,129.79,123.50,129.76,853589600
04-Feb-21,128.73,129.18,122.93,123.43,822842509
03-Feb-21,125.90,129.03,125.67,128.74,838194172
02-Feb-21,119.12,126.05,118.04,125.61,947820810
01-Feb-21,113.88,120.61,112.01,118.57,815265799
31-Jan-21,114.91,115.83,109.25,113.75,803562483
30-Jan-21,115.72,117.08,112.43,114.91,852352040
29-Jan-21,113.95,123.74,109.44,115.87,722040208
28-Jan-21,104.13,115.49,102.57,112.39,904344884
27-Jan-21,113.53,113.53,103.11,103.59,769941383
26-Jan-21,113.01,115.79,110.22,113.77,810843874
25-Jan-21,112.98,119.03,112.58,112.75,806979150
24-Jan-21,113.52,116.84,110.23,112.92,1057168475
23-Jan-21,111.44,115.88,109.98,113.52,996003935
22-Jan-21,106.98,115.07,101.03,111.51,1198003231
21-Jan-21,126.33,126.33,106.48,107.47,1204821407
20-Jan-21,129.81,132.53,120.63,126.12,977832320
19-Jan-21,129.96,136.80,126.50,130.42,1169856400
18-Jan-21,132.24,133.33,125.02,130.07,1032031681
17-Jan-21,129.09,135.81,124.65,132.11,1020346657
16-Jan-21,130.29,134.10,127.12,129.10,874088529
15-Jan-21,134.22,137.84,122.37,129.49,1195722517
14-Jan-21,141.24,141.24,132.37,134.13,1547779529
13-Jan-21,129.20,141.51,125.09,140.68,1191404212
12-Jan-21,130.33,142.66,127.45,129.76,1481926204
11-Jan-21,151.83,151.83,117.64,130.05,2231715121
10-Jan-21,120.71,154.83,120.71,151.44,1853572080
09-Jan-21,116.59,121.82,113.95,120.71,1083547955
08-Jan-21,116.64,122.44,110.91,116.20,1129642166
07-Jan-21,115.40,123.91,113.47,116.02,1314924730
06-Jan-21,111.25,115.80,108.05,115.72,916334514
05-Jan-21,109.07,113.93,105.85,111.69,1074388254
04-Jan-21,112.82,117.53,105.92,109.12,897037479
03-Jan-21,117.97,119.26,108.91,113.77,1017582271
02-Jan-21,112.12,119.64,106.50,117.94,1478749134
01-Jan-21,128.17,138.47,107.56,111.37,1593226288
31-Dec-20,129.61,131.15,126.68,127.33,890806556
30-Dec-20,131.72,133.80,128.70,130.08,1108965121
29-Dec-20,136.19,136.63,126.80,132.02,1070165820
28-Dec-20,128.93,137.82,128.52,136.49,1196983434
27-Dec-20,137.76,139.93,128.42,128.98,1037991682
26-Dec-20,130.63,137.76,130.61,137.74,1064994613
25-Dec-20,128.66,132.10,125.37,130.72,936324659
24-Dec-20,123.75,129.89,120.47,128.54,995652176
23-Dec-20,128.18,138.53,122.21,123.84,1355762841
22-Dec-20,119.51,128.70,117.60,127.62,887335362
21-Dec-20,124.86,125.64,117.24,119.76,713222077
20-Dec-20,126.46,127.86,123.54,124.41,961956294
19-Dec-20,126.30,129.03,125.63,126.47,863481917
18-Dec-20,130.65,130.68,125.00,126.25,977669577
17-Dec-20,130.14,133.78,127.11,131.38,1247044698
16-Dec-20,124.24,130.71,121.58,130.59,959428560
15-Dec-20,125.68,128.01,124.18,124.29,687915076
14-Dec-20,125.23,129.73,124.60,125.86,762442062
13-Dec-20,121.15,125.66,118.82,125.43,671076756
12-Dec-20,116.87,123.39,116.86,121.14,720719631
11-Dec-20,110.24,116.60,106.99,116.54,511932549
10-Dec-20,109.76,111.72,107.33,110.81,449373741
09-Dec-20,112.08,112.21,105.37,109.53,754568984
08-Dec-20,114.75,118.14,110.01,112.09,694549915
07-Dec-20,111.08,118.59,110.74,114.61,853691743
06-Dec-20,110.00,111.19,105.98,111.07,752887297
05-Dec-20,104.77,110.12,102.87,110.01,643883748
04-Dec-20,109.55,111.74,104.52,104.59,772497999
03-Dec-20,105.61,110.46,104.52,109.82,731969674
02-Dec-20,104.34,106.99,103.36,105.97,788893237
01-Dec-20,108.71,110.81,102.11,105.49,726587565
30-Nov-20,103.61,108.42,101.81,108.39,802468841
29-Nov-20,101.99,105.21,99.86,103.64,827966515
28-Nov-20,98.07,104.14,95.74,101.98,742686892
27-Nov-20,100.22,102.55,94.11,98.49,940335191
26-Nov-20,108.34,111.02,91.45,100.14,1420097001
25-Nov-20,113.63,116.36,105.83,108.55,1297173496
24-Nov-20,109.72,120.00,107.71,114.19,1416281230
23-Nov-20,103.95,110.43,103.22,109.47,993950755
22-Nov-20,108.01,109.23,101.07,104.02,1197211277
21-Nov-20,102.01,109.18,101.04,108.01,1004033970
20-Nov-20,99.74,103.68,99.56,101.90,827914940
19-Nov-20,104.45,104.45,98.96,100.01,817259935
18-Nov-20,105.72,106.44,101.16,104.21,906608873
17-Nov-20,100.51,105.83,99.35,105.76,613712419
16-Nov-20,96.80,101.05,95.90,99.64,718194995
15-Nov-20,98.50,99.48,95.43,96.84,605314688
14-Nov-20,96.41,99.04,95.75,98.50,665918141
13-Nov-20,94.88,97.26,94.65,96.63,793097177
12-Nov-20,96.24,97.70,93.62,95.12,930378041
11-Nov-20,97.57,99.79,95.78,95.90,806715711
10-Nov-20,97.82,99.69,96.58,97.54,749558322
09-Nov-20,101.19,102.57,95.98,97.26,782583099
08-Nov-20,93.74,101.87,92.67,101.34,905873647
07-Nov-20,100.62,105.80,92.81,93.74,1021150389
06-Nov-20,101.32,104.75,98.77,101.04,958839338
05-Nov-20,98.79,102.40,94.36,102.08,1016252327
04-Nov-20,102.76,103.43,97.23,98.69,1341454275
03-Nov-20,102.01,104.28,99.96,103.73,1074744937
02-Nov-20,108.68,109.96,100.22,101.97,1078739762
01-Nov-20,108.19,108.80,105.78,108.38,809512753
31-Oct-20,105.29,109.60,103.86,108.19,975690812
30-Oct-20,106.50,107.20,101.11,105.36,1121536517
29-Oct-20,107.56,109.28,103.49,105.80,1033548063
28-Oct-20,113.50,114.70,104.76,107.24,1000329491
27-Oct-20,111.80,116.41,111.14,113.24,787176622
26-Oct-20,110.39,117.14,108.95,111.42,944934148
25-Oct-20,108.74,112.72,107.72,110.26,796779904
24-Oct-20,107.31,109.36,105.48,108.74,763666833
23-Oct-20,108.01,108.03,103.78,107.81,863061444
22-Oct-20,102.53,109.01,100.81,107.24,982875409
21-Oct-20,99.81,106.52,98.65,102.92,1208783207
20-Oct-20,106.43,107.39,99.69,100.19,886541542
19-Oct-20,105.53,109.94,104.00,107.00,629955883
18-Oct-20,102.39,105.58,102.34,105.53,537095463
17-Oct-20,102.68,104.11,101.41,102.47,783991408
16-Oct-20,111.01,111.80,101.58,102.69,691724210
15-Oct-20,109.36,112.40,105.77,110.50,727203004
14-Oct-20,108.91,113.33,106.72,109.64,432840999
13-Oct-20,109.47,110.95,104.74,108.24,838207340
12-Oct-20,106.46,114.02,105.90,109.68,964290229
11-Oct-20,97.90,106.53,97.60,106.44,696431805
10-Oct-20,98.06,100.06,97.57,97.91,619420920
09-Oct-20,94.47,100.32,92.31,98.63,738734923
08-Oct-20,93.56,95.60,91.46,94.29,709656782
07-Oct-20,90.77,95.87,87.34,93.71,822867221
06-Oct-20,95.65,96.40,89.50,90.47,675781880
05-Oct-20,90.12,97.19,89.14,96.32,651871841
04-Oct-20,88.43,92.98,86.65,90.09,581752879
03-Oct-20,86.75,88.65,86.11,88.47,509109276
02-Oct-20,88.18,89.19,80.15,86.61,652125714
01-Oct-20,92.56,96.35,86.75,87.57,728950915
30-Sep-20,85.36,93.57,83.31,92.07,587582407
29-Sep-20,81.45,86.33,80.94,85.94,441562128
28-Sep-20,83.52,84.72,81.65,81.77,393398631
27-Sep-20,81.28,85.65,80.48,83.55,437874538
26-Sep-20,79.84,81.89,79.44,81.38,320089022
25-Sep-20,78.60,80.37,77.54,79.49,364200520
24-Sep-20,74.94,78.77,74.69,78.70,356062599
23-Sep-20,79.05,80.34,74.49,74.73,334440444
22-Sep-20,75.57,80.60,72.81,79.05,346785196
21-Sep-20,78.68,80.69,71.90,75.08,404208012
20-Sep-20,81.33,81.65,75.57,78.85,416471827
19-Sep-20,77.65,81.62,74.92,80.86,409888451
18-Sep-20,78.00,82.12,75.77,77.90,367940150
17-Sep-20,74.18,79.66,72.99,78.33,413316405
16-Sep-20,76.78,80.73,73.08,73.12,423839337
15-Sep-20,78.33,79.70,73.79,76.77,448760944
14-Sep-20,75.16,78.69,69.74,78.24,443336412
13-Sep-20,73.02,76.68,70.34,75.55,24443236298
12-Sep-20,74.44,75.97,70.11,73.02,176735836
11-Sep-20,70.56,75.26,67.36,74.73,17647524345
10-Sep-20,71.52,75.75,70.52,70.71,22628577830
09-Sep-20,71.27,72.98,69.99,71.69,163217897
08-Sep-20,69.80,71.64,66.91,70.98,249237750
07-Sep-20,67.79,69.93,65.10,69.73,205904503
06-Sep-20,65.64,68.47,63.71,67.86,181787452
05-Sep-20,69.72,70.43,63.07,65.64,219162544
04-Sep-20,65.73,70.56,65.11,69.54,125881064
03-Sep-20,76.92,77.14,65.55,65.86,118558192
02-Sep-20,81.49,81.66,74.24,76.42,110901217
01-Sep-20,78.17,82.58,77.14,81.34,107642623
31-Aug-20,80.68,80.96,78.26,78.27,87248756
30-Aug-20,77.95,80.87,77.95,80.75,95484715
29-Aug-20,79.25,80.38,77.75,77.96,87246118
28-Aug-20,75.80,80.37,75.28,79.86,98736024
27-Aug-20,75.24,76.47,72.78,75.62,85653906
26-Aug-20,75.01,75.83,74.04,75.32,75949280
25-Aug-20,79.62,79.76,73.46,75.31,89150959
24-Aug-20,77.47,79.99,76.80,79.66,69466531
23-Aug-20,80.22,80.32,76.89,77.42,58732263
22-Aug-20,78.46,80.39,75.56,80.32,81712620
21-Aug-20,85.37,88.87,77.92,77.96,145835680
20-Aug-20,77.06,85.55,77.06,85.55,129573949
19-Aug-20,78.22,79.08,74.94,76.39,91526792
18-Aug-20,78.63,81.81,77.55,78.75,101052422
17-Aug-20,77.00,79.90,75.79,78.81,70227368
16-Aug-20,76.06,77.11,74.66,77.03,54192946
15-Aug-20,77.21,77.51,75.77,76.04,64656637
14-Aug-20,78.58,79.02,76.35,77.43,78662847
13-Aug-20,76.54,78.90,73.13,78.67,71437649
12-Aug-20,74.52,77.07,72.00,76.92,59380239
11-Aug-20,79.93,81.19,72.17,74.54,142413287
10-Aug-20,79.03,80.34,77.34,79.57,76155371
09-Aug-20,80.46,80.58,78.59,78.94,58406505
08-Aug-20,79.87,80.84,78.12,80.48,57540141
07-Aug-20,80.47,80.50,76.23,79.25,182573331
06-Aug-20,76.21,81.23,74.75,80.53,97899899
05-Aug-20,73.88,76.81,73.09,76.60,68346621
04-Aug-20,75.77,76.35,73.02,74.21,72613951
03-Aug-20,72.04,76.11,71.40,75.60,83820018
02-Aug-20,75.81,76.86,69.76,72.14,106472449
01-Aug-20,71.71,76.02,70.91,75.78,94677535
31-Jul-20,68.26,71.21,67.76,71.11,65117293
30-Jul-20,67.19,70.08,66.98,68.82,61180039
29-Jul-20,69.37,70.61,67.51,67.53,79636741
28-Jul-20,66.65,70.71,66.61,69.11,113595552
27-Jul-20,66.87,68.30,64.42,67.34,102665396
26-Jul-20,63.02,66.92,62.70,66.87,74497179
25-Jul-20,61.41,63.36,61.34,63.03,51605467
24-Jul-20,62.83,62.95,61.57,61.74,63138233
23-Jul-20,61.77,63.85,61.27,62.98,71360424
22-Jul-20,60.31,61.97,60.11,61.95,53786267
21-Jul-20,60.49,62.42,60.30,60.74,61499450
20-Jul-20,60.14,61.35,60.09,60.60,48871912
19-Jul-20,59.72,60.40,59.22,60.17,43221822
18-Jul-20,59.15,60.39,58.67,59.72,46295575
17-Jul-20,59.40,59.87,58.90,59.37,45238419
16-Jul-20,61.84,62.58,58.48,59.28,74862565
15-Jul-20,59.43,63.54,59.12,61.86,85467060
14-Jul-20,60.96,60.96,59.07,59.86,59761274
13-Jul-20,61.15,61.86,60.25,61.28,77357835
12-Jul-20,60.85,62.16,60.43,61.18,83134652
11-Jul-20,59.55,61.56,59.44,60.82,78882838
10-Jul-20,59.89,60.55,57.90,59.65,84974193
09-Jul-20,58.44,60.83,57.65,59.65,82171271
08-Jul-20,57.26,59.52,57.06,58.76,78602560
07-Jul-20,57.33,57.52,56.19,57.04,49377849
06-Jul-20,56.19,57.79,55.80,57.66,65878619
05-Jul-20,56.94,57.37,54.86,56.22,67674185
04-Jul-20,55.79,57.60,55.71,57.03,60558661
03-Jul-20,58.59,58.65,55.65,55.84,76110701
02-Jul-20,57.39,59.50,56.01,58.56,85291906
01-Jul-20,56.58,57.68,56.39,57.53,57414354
30-Jun-20,57.06,57.60,56.32,56.50,57251281
29-Jun-20,56.53,57.76,55.75,57.20,56774533
28-Jun-20,55.57,56.86,55.36,56.44,48209945
27-Jun-20,57.02,57.50,54.43,55.57,54447911
26-Jun-20,57.36,57.62,56.41,57.03,56203958
25-Jun-20,57.71,57.87,56.52,57.24,60498158
24-Jun-20,59.20,59.64,56.84,57.33,64229707
23-Jun-20,58.47,59.65,57.82,59.36,75827486
22-Jun-20,57.79,59.34,57.57,59.00,73875114
21-Jun-20,57.20,58.28,57.07,57.75,54030992
20-Jun-20,57.20,57.94,56.71,57.21,57541902
19-Jun-20,58.08,58.20,56.83,57.06,64140432
18-Jun-20,57.99,58.53,57.32,57.88,61077201
17-Jun-20,58.56,59.20,57.77,57.90,64425352
16-Jun-20,57.02,58.24,56.83,58.16,58303989
15-Jun-20,58.42,58.60,55.25,57.50,67417727
14-Jun-20,59.18,59.18,57.72,58.40,48614499
13-Jun-20,58.52,59.24,57.94,59.19,48465791
12-Jun-20,56.63,58.92,56.04,58.32,56445014
11-Jun-20,61.26,61.60,55.95,56.22,63491487
10-Jun-20,60.23,61.56,59.47,61.45,60502156
09-Jun-20,60.39,60.66,59.87,60.41,49555676
08-Jun-20,58.87,60.33,58.64,60.31,57405160
07-Jun-20,59.89,60.37,57.33,58.99,61596993
06-Jun-20,59.95,60.36,59.59,59.87,51151622
05-Jun-20,60.18,61.03,59.32,59.72,56415163
04-Jun-20,59.78,61.11,58.60,60.70,69341056
03-Jun-20,59.47,60.96,59.42,60.04,71031680
02-Jun-20,60.79,62.96,58.27,59.76,93793695
01-Jun-20,58.54,61.27,57.36,60.87,99249066
31-May-20,61.56,61.64,58.00,58.59,85270371
30-May-20,59.63,61.75,58.95,61.55,84585141
29-May-20,60.55,61.20,59.54,59.81,82719176
28-May-20,58.63,61.12,57.64,60.90,82464961
27-May-20,56.34,59.77,56.11,58.80,75371039
26-May-20,56.54,57.32,55.92,56.69,61497574
25-May-20,56.02,57.06,55.41,56.50,63137519
24-May-20,58.56,58.57,56.14,56.14,61244759
23-May-20,57.95,59.58,57.49,58.56,65459129
