Date,Open,High,Low,Close,Volume
21-May-21,2267.07,2402.70,1728.18,1987.63,43973477528
20-May-21,2004.21,2458.93,1782.89,2287.35,55543646334
19-May-21,2767.76,2812.99,1597.54,2013.38,69125608892
18-May-21,2695.57,2930.49,2670.50,2780.46,33246754894
17-May-21,2948.22,2953.50,2575.85,2702.12,44504429345
16-May-21,2998.40,3193.58,2758.92,2953.68,38992148110
15-May-21,3355.82,3399.65,2995.35,2995.35,34927273211
14-May-21,3081.11,3454.55,3067.26,3378.39,39899232126
13-May-21,3171.34,3340.02,2939.84,3077.11,64934183572
12-May-21,3437.26,3591.82,3117.14,3117.14,56831575112
11-May-21,3252.32,3441.72,3116.91,3433.89,43393985831
10-May-21,3224.87,3449.26,3027.68,3247.78,51516726849
09-May-21,3215.81,3273.19,3078.12,3230.10,41574669284
08-May-21,2862.71,3247.62,2839.51,3208.56,41278860903
07-May-21,2891.70,2960.62,2792.40,2887.24,32816262271
06-May-21,2935.50,2997.09,2820.00,2907.14,36892527072
05-May-21,2696.88,2947.31,2674.04,2931.76,40225121586
04-May-21,2844.93,2921.59,2637.32,2697.76,51740842949
03-May-21,2454.83,2869.79,2454.83,2854.02,40903813864
02-May-21,2450.56,2483.28,2379.81,2455.96,23321233254
01-May-21,2306.86,2455.45,2292.78,2450.84,23898766476
30-Apr-21,2274.30,2305.91,2249.92,2287.06,24557240254
29-Apr-21,2264.97,2305.61,2201.89,2271.75,26845322229
28-Apr-21,2205.09,2281.88,2121.84,2272.70,28358479941
27-Apr-21,2097.67,2215.51,2057.39,2204.31,26717982764
26-Apr-21,1918.03,2097.35,1908.80,2095.82,29114538863
25-Apr-21,1830.53,1945.98,1795.89,1914.55,26299050683
24-Apr-21,1956.82,1957.27,1788.60,1828.22,26332010008
23-Apr-21,1998.77,2030.63,1762.19,1967.41,46125727390
22-Apr-21,1958.28,2193.51,1923.47,1996.21,44496396150
21-Apr-21,1937.22,2050.28,1860.11,1965.14,32325630900
20-Apr-21,1795.00,1947.69,1710.49,1934.72,32740635360
19-Apr-21,1869.86,1902.23,1743.41,1809.83,28457404743
18-Apr-21,1958.32,1974.19,1679.00,1867.09,42310631672
17-Apr-21,2028.04,2084.29,1947.67,1957.02,26998794725
16-Apr-21,2102.14,2128.00,1936.81,2031.43,30235656142
15-Apr-21,2032.89,2123.21,2011.10,2102.22,26975977494
14-Apr-21,1923.06,2048.80,1910.70,2036.60,29768093097
13-Apr-21,1796.25,1946.59,1795.58,1930.44,24732386545
12-Apr-21,1813.39,1848.99,1773.89,1798.25,18263569213
11-Apr-21,1794.94,1819.34,1781.25,1813.01,16547220645
10-Apr-21,1740.31,1846.09,1733.32,1794.79,20995440782
09-Apr-21,1752.77,1764.60,1724.56,1738.78,16625378394
08-Apr-21,1658.47,1761.55,1650.00,1759.07,21319432629
07-Apr-21,1783.58,1796.60,1638.47,1660.06,30417557619
06-Apr-21,1784.70,1820.00,1740.80,1792.22,24723479667
05-Apr-21,1779.09,1819.65,1727.35,1791.52,24553498007
04-Apr-21,1724.31,1794.63,1706.83,1779.97,22115695159
03-Apr-21,1822.30,1824.06,1724.95,1724.95,27222307544
02-Apr-21,1678.32,1827.32,1664.52,1819.49,29596528732
01-Apr-21,1636.72,1696.33,1630.77,1686.29,26364670010
31-Mar-21,1574.87,1661.67,1529.58,1636.52,25786026542
30-Mar-21,1546.00,1581.27,1524.30,1568.57,19129110613
29-Mar-21,1434.85,1558.65,1428.45,1543.80,19340382487
28-Mar-21,1455.29,1465.62,1418.20,1434.06,14074244918
27-Mar-21,1443.96,1469.21,1419.61,1455.37,15348432509
26-Mar-21,1354.44,1445.89,1354.04,1445.83,19145178752
25-Mar-21,1348.64,1376.39,1320.91,1350.53,25100070657
24-Mar-21,1417.01,1469.73,1326.47,1345.58,26370934031
23-Mar-21,1416.41,1445.09,1392.68,1406.17,18427505977
22-Mar-21,1504.45,1524.31,1408.50,1422.83,19852789872
21-Mar-21,1517.27,1526.27,1476.70,1496.85,19233581199
20-Mar-21,1521.38,1569.25,1516.53,1517.29,18982687999
19-Mar-21,1495.65,1544.84,1465.36,1525.06,17829053249
18-Mar-21,1521.75,1543.03,1423.73,1488.11,19417866565
17-Mar-21,1517.95,1545.48,1469.34,1531.72,20591218266
16-Mar-21,1502.82,1523.49,1442.15,1515.03,19978656438
15-Mar-21,1550.97,1580.34,1463.57,1498.78,21954091441
14-Mar-21,1609.49,1615.28,1543.61,1551.52,16183547922
13-Mar-21,1482.58,1621.02,1450.35,1610.18,20927114112
12-Mar-21,1524.22,1535.03,1442.80,1478.79,18722266605
11-Mar-21,1507.48,1545.86,1454.31,1531.09,20132682671
10-Mar-21,1571.15,1575.62,1485.38,1512.86,21151263835
09-Mar-21,1548.61,1576.37,1522.55,1576.37,19798005790
08-Mar-21,1446.00,1539.06,1401.32,1538.67,23172399163
07-Mar-21,1389.21,1452.59,1373.41,1446.07,19981321606
06-Mar-21,1285.97,1400.72,1274.86,1388.66,19088686124
05-Mar-21,1288.25,1293.55,1212.50,1281.34,17605604023
04-Mar-21,1306.38,1346.48,1253.68,1279.25,19004015582
03-Mar-21,1234.20,1365.69,1226.30,1304.04,18763675785
02-Mar-21,1298.18,1326.02,1212.90,1238.87,18694690917
01-Mar-21,1172.37,1296.91,1171.76,1294.44,19881670459
28-Feb-21,1209.28,1216.35,1077.25,1172.99,22893296376
27-Feb-21,1198.57,1263.19,1187.69,1209.38,17181845666
26-Feb-21,1215.49,1281.56,1157.40,1188.68,25841239030
25-Feb-21,1335.95,1372.80,1204.17,1212.92,20122081892
24-Feb-21,1293.29,1408.10,1243.53,1338.63,25783046875
23-Feb-21,1464.45,1464.45,1133.51,1290.82,42772346974
22-Feb-21,1596.72,1597.46,1303.93,1470.04,34985540630
21-Feb-21,1583.29,1629.16,1559.94,1597.26,19496674430
20-Feb-21,1617.32,1680.35,1510.56,1584.00,28631283770
19-Feb-21,1603.70,1629.09,1568.82,1621.32,21727908215
