Date,Open,High,Low,Close,Volume
21-May-21,19.89,21.45,14.61,16.92,207503129
20-May-21,15.02,23.08,15.02,20.01,460108759
19-May-21,22.63,22.93,11.73,15.09,236335060
18-May-21,22.21,23.96,22.02,22.76,114602150
17-May-21,25.08,25.08,21.66,22.24,135277079
16-May-21,25.68,27.61,23.59,25.09,132932638
15-May-21,27.48,29.05,25.41,25.70,184340759
14-May-21,26.37,28.32,25.40,27.57,151879239
13-May-21,26.41,28.37,24.32,26.37,231269746
12-May-21,27.32,31.86,25.55,25.55,440967305
11-May-21,25.45,29.99,24.07,27.42,353307620
10-May-21,25.97,31.26,24.13,25.36,426464825
09-May-21,26.63,26.72,24.42,26.00,217044307
08-May-21,26.69,29.30,25.92,26.62,215889680
07-May-21,28.34,29.37,26.20,26.92,258210569
06-May-21,29.88,33.74,27.54,28.32,527819136
05-May-21,29.29,32.37,28.23,29.88,597239263
04-May-21,27.12,34.27,25.00,29.16,1284633342
03-May-21,19.79,30.67,19.73,26.90,1062599929
02-May-21,18.70,20.59,17.61,19.70,217044813
01-May-21,19.36,19.51,18.29,18.76,142739392
30-Apr-21,18.89,20.12,17.72,19.18,300906719
29-Apr-21,15.69,19.44,14.83,18.58,393586005
28-Apr-21,17.08,17.83,15.13,15.74,190531438
27-Apr-21,15.32,17.77,14.87,17.13,438666573
26-Apr-21,10.70,16.48,10.61,15.23,488925699
25-Apr-21,10.88,11.56,10.20,10.66,73834048
24-Apr-21,12.09,12.09,10.81,10.85,97298469
23-Apr-21,10.57,13.12,9.25,12.15,315596730
22-Apr-21,12.03,12.30,10.49,10.55,109497516
21-Apr-21,11.24,13.28,11.01,12.03,268782047
20-Apr-21,10.29,11.64,9.36,11.22,160326916
19-Apr-21,11.36,11.70,10.20,10.37,78929160
18-Apr-21,13.16,13.25,10.02,11.34,142197292
17-Apr-21,13.78,13.92,13.02,13.15,87417887
16-Apr-21,13.36,14.24,12.85,13.83,171550974
15-Apr-21,12.74,14.30,12.49,13.39,168649525
14-Apr-21,13.22,13.30,12.21,12.79,97881800
13-Apr-21,12.75,13.53,12.70,13.26,115371097
12-Apr-21,13.15,13.46,12.48,12.77,102555707
11-Apr-21,13.73,13.78,12.80,13.15,142929735
10-Apr-21,14.12,15.23,13.41,13.73,317716775
09-Apr-21,11.50,16.75,11.46,14.15,815183657
08-Apr-21,10.21,11.74,10.14,11.54,95002497
07-Apr-21,11.34,12.05,10.08,10.18,142516540
06-Apr-21,10.85,11.55,10.46,11.40,148915025
05-Apr-21,10.60,11.35,10.27,10.90,106980243
04-Apr-21,10.10,10.67,10.02,10.59,59891536
03-Apr-21,11.38,11.42,10.10,10.11,83993887
02-Apr-21,10.26,11.75,10.05,11.35,154281451
01-Apr-21,10.33,10.50,10.03,10.31,82606919
31-Mar-21,10.60,10.60,9.88,10.34,100711353
30-Mar-21,10.59,11.08,10.42,10.57,108151823
29-Mar-21,10.10,10.64,9.96,10.56,105434144
28-Mar-21,10.09,10.38,9.88,10.09,82626594
27-Mar-21,10.45,10.62,9.84,10.09,100031131
26-Mar-21,8.98,11.22,8.98,10.46,225261876
