Date,Open,High,Low,Close,Volume
21-May-21,25.09,26.16,18.09,20.92,2307497168
20-May-21,21.63,27.11,18.61,25.29,3031137026
19-May-21,34.89,35.59,17.40,21.85,4255457611
18-May-21,30.52,36.76,30.27,35.00,2400394975
17-May-21,33.50,33.50,29.01,30.62,2081236589
16-May-21,34.11,36.73,31.26,33.54,1912925007
15-May-21,38.32,39.35,33.84,34.17,2241040716
14-May-21,35.81,39.52,35.60,38.55,1863399181
13-May-21,34.52,37.21,32.81,35.69,2831895031
12-May-21,40.21,41.00,33.79,33.79,2029015518
11-May-21,38.15,40.22,36.82,40.16,2126239182
10-May-21,42.93,43.45,33.87,38.19,2980455665
09-May-21,39.97,43.03,38.03,42.92,2493514613
08-May-21,40.42,41.29,38.42,39.96,1781913296
07-May-21,39.06,43.01,37.93,40.86,2875874824
06-May-21,41.26,41.45,37.94,39.25,2475556384
05-May-21,37.87,42.59,37.41,41.14,4093369066
04-May-21,34.87,40.23,32.31,37.88,4501115309
03-May-21,32.83,35.50,32.68,34.99,1532479998
02-May-21,34.31,34.46,32.23,32.87,1222952261
01-May-21,31.72,34.28,31.27,34.21,1360544701
30-Apr-21,30.06,31.95,29.57,31.44,1219704876
29-Apr-21,29.87,30.78,28.89,30.03,1129927401
28-Apr-21,30.44,31.24,28.95,29.97,1217429547
27-Apr-21,29.09,31.13,28.57,30.47,1323814875
26-Apr-21,26.18,29.16,25.98,29.05,1386280221
25-Apr-21,25.81,27.61,24.81,26.07,1114989804
24-Apr-21,29.05,29.15,25.68,25.73,1357801303
23-Apr-21,29.30,29.89,25.24,29.18,2997275377
22-Apr-21,30.12,33.84,28.20,29.26,2694253983
21-Apr-21,32.41,32.78,29.90,30.28,1708271012
20-Apr-21,29.65,32.64,27.72,32.34,2663203111
19-Apr-21,32.68,35.03,29.21,29.98,2848028874
18-Apr-21,33.72,34.01,25.27,32.60,3711611344
17-Apr-21,35.12,36.78,33.65,33.69,1822636668
16-Apr-21,35.60,36.08,32.37,35.17,2520880190
15-Apr-21,34.50,37.05,33.22,35.68,3050303711
14-Apr-21,29.68,35.15,29.38,34.64,3196262191
13-Apr-21,27.78,30.12,27.23,29.77,1490478417
12-Apr-21,28.53,28.71,26.84,27.83,983252005
11-Apr-21,26.81,28.93,26.69,28.50,1147789954
10-Apr-21,26.58,27.76,26.09,26.80,886476301
09-Apr-21,27.48,27.93,26.26,26.54,857197065
08-Apr-21,26.28,27.68,26.15,27.58,1033600603
07-Apr-21,29.30,29.57,25.51,26.26,2117297124
06-Apr-21,27.43,29.57,26.56,29.44,2402179443
05-Apr-21,26.31,27.73,25.51,27.53,1243498063
04-Apr-21,25.11,26.86,24.88,26.33,976481084
03-Apr-21,27.67,28.25,25.08,25.12,1457290038
02-Apr-21,25.65,27.74,25.24,27.62,1328307582
01-Apr-21,25.06,26.60,25.06,25.78,1547654844
31-Mar-21,23.80,25.04,22.76,25.04,1210696428
30-Mar-21,23.84,24.28,23.52,23.71,784899326
29-Mar-21,22.65,24.20,22.46,23.80,952487733
28-Mar-21,22.79,23.47,22.24,22.64,681979669
27-Mar-21,23.23,23.32,22.11,22.79,664398273
26-Mar-21,21.81,23.31,21.61,23.27,967926178
25-Mar-21,21.19,22.55,20.84,21.75,1144432597
24-Mar-21,22.72,23.56,20.49,21.16,1183863475
23-Mar-21,22.94,23.45,22.42,22.55,942358485
22-Mar-21,24.63,24.76,23.05,23.05,911130729
21-Mar-21,24.84,25.23,24.05,24.50,811793560
20-Mar-21,25.03,26.35,24.84,24.84,1004455628
19-Mar-21,24.75,25.61,24.23,25.10,936772079
18-Mar-21,25.88,26.12,24.35,24.63,1191699857
17-Mar-21,23.45,26.22,23.04,26.05,1965406435
16-Mar-21,23.05,23.59,22.22,23.41,1017194241
15-Mar-21,24.07,24.58,22.51,23.00,1303135826
14-Mar-21,24.91,25.21,23.93,24.09,888609131
13-Mar-21,23.81,25.55,22.68,24.91,1455241964
12-Mar-21,25.11,25.33,23.25,23.75,1197506946
11-Mar-21,25.08,25.46,24.08,25.22,1289365403
10-Mar-21,26.48,26.69,24.82,25.18,1350876104
09-Mar-21,26.75,26.94,25.70,26.58,1376305831
08-Mar-21,23.95,26.58,23.80,26.58,1855746671
07-Mar-21,23.64,24.35,23.05,23.96,1095602144
06-Mar-21,23.38,23.78,22.16,23.64,949053057
05-Mar-21,23.16,23.53,21.50,23.30,1453973532
04-Mar-21,24.86,25.33,22.70,23.00,1605720407
03-Mar-21,23.59,25.96,23.38,24.82,1654748425
02-Mar-21,22.92,25.28,22.59,23.66,2278433596
01-Mar-21,20.41,22.88,20.41,22.84,1885824707
28-Feb-21,21.73,22.16,19.11,20.43,1673156368
27-Feb-21,20.87,22.69,20.63,21.73,1552679411
26-Feb-21,20.33,22.15,19.53,20.70,140196149003
25-Feb-21,23.07,23.47,20.22,20.28,1657630630
24-Feb-21,21.26,24.01,20.28,23.11,2541344471
23-Feb-21,25.91,25.94,17.43,21.21,4193588163
22-Feb-21,28.17,28.18,21.17,26.01,2951430452
21-Feb-21,28.12,29.07,27.58,28.18,1459716064
20-Feb-21,28.64,30.39,26.93,28.15,2554780234
19-Feb-21,26.84,29.29,26.12,28.71,2083159250
18-Feb-21,26.77,27.84,26.48,26.93,1433344414
17-Feb-21,26.44,26.95,24.85,26.68,2541204745
16-Feb-21,26.81,27.39,25.52,26.35,3127383612
15-Feb-21,27.45,28.73,23.36,26.88,3980573436
14-Feb-21,28.15,29.36,26.78,27.47,3933298679
13-Feb-21,25.29,28.50,24.17,28.14,4228026916
12-Feb-21,22.96,25.87,22.12,25.26,3412846950
11-Feb-21,22.16,23.47,21.71,23.00,2556267139
