Date,Open,High,Low,Close,Volume,MarketCap
21-May-21,2267.07,2402.70,1728.18,1987.63,43973477528,230505342090
20-May-21,2004.21,2458.93,1782.89,2287.35,55543646334,265233803443
19-May-21,2767.76,2812.99,1597.54,2013.38,69125608892,233437109878
18-May-21,2695.57,2930.49,2670.50,2780.46,33246754894,322337228434
17-May-21,2948.22,2953.50,2575.85,2702.12,44504429345,313219184313
16-May-21,2998.40,3193.58,2758.92,2953.68,38992148110,342338967169
15-May-21,3355.82,3399.65,2995.35,2995.35,34927273211,347128694598
14-May-21,3081.11,3454.55,3067.26,3378.39,39899232126,391472731243
13-May-21,3171.34,3340.02,2939.84,3077.11,64934183572,356521039964
12-May-21,3437.26,3591.82,3117.14,3117.14,56831575112,361116478002
11-May-21,3252.32,3441.72,3116.91,3433.89,43393985831,397765273655
10-May-21,3224.87,3449.26,3027.68,3247.78,51516726849,376163451331
09-May-21,3215.81,3273.19,3078.12,3230.10,41574669284,374071213615
08-May-21,2862.71,3247.62,2839.51,3208.56,41278860903,371533778319
07-May-21,2891.70,2960.62,2792.40,2887.24,32816262271,334288280410
06-May-21,2935.50,2997.09,2820.00,2907.14,36892527072,336552947086
05-May-21,2696.88,2947.31,2674.04,2931.76,40225121586,339363911899
04-May-21,2844.93,2921.59,2637.32,2697.76,51740842949,312240280589
03-May-21,2454.83,2869.79,2454.83,2854.02,40903813864,330287810301
02-May-21,2450.56,2483.28,2379.81,2455.96,23321233254,284188407736
01-May-21,2306.86,2455.45,2292.78,2450.84,23898766476,283562207680
30-Apr-21,2274.30,2305.91,2249.92,2287.06,24557240254,264582624782
29-Apr-21,2264.97,2305.61,2201.89,2271.75,26845322229,262780339797
28-Apr-21,2205.09,2281.88,2121.84,2272.70,28358479941,262859754776
27-Apr-21,2097.67,2215.51,2057.39,2204.31,26717982764,254920686128
26-Apr-21,1918.03,2097.35,1908.80,2095.82,29114538863,242345279931
25-Apr-21,1830.53,1945.98,1795.89,1914.55,26299050683,221358627608
24-Apr-21,1956.82,1957.27,1788.60,1828.22,26332010008,211352659166
23-Apr-21,1998.77,2030.63,1762.19,1967.41,46125727390,227417729746
22-Apr-21,1958.28,2193.51,1923.47,1996.21,44496396150,230719130416
21-Apr-21,1937.22,2050.28,1860.11,1965.14,32325630900,227101691921
20-Apr-21,1795.00,1947.69,1710.49,1934.72,32740635360,223559820632
19-Apr-21,1869.86,1902.23,1743.41,1809.83,28457404743,209104551809
18-Apr-21,1958.32,1974.19,1679.00,1867.09,42310631672,215695096760
17-Apr-21,2028.04,2084.29,1947.67,1957.02,26998794725,226058007306
16-Apr-21,2102.14,2128.00,1936.81,2031.43,30235656142,234625510643
15-Apr-21,2032.89,2123.21,2011.10,2102.22,26975977494,242773808402
14-Apr-21,1923.06,2048.80,1910.70,2036.60,29768093097,235168216441
13-Apr-21,1796.25,1946.59,1795.58,1930.44,24732386545,222884047107
12-Apr-21,1813.39,1848.99,1773.89,1798.25,18263569213,207596834285
11-Apr-21,1794.94,1819.34,1781.25,1813.01,16547220645,209275896403
10-Apr-21,1740.31,1846.09,1733.32,1794.79,20995440782,207148700101
09-Apr-21,1752.77,1764.60,1724.56,1738.78,16625378394,200661107800
08-Apr-21,1658.47,1761.55,1650.00,1759.07,21319432629,202978460333
